country,sex,age_group,population_000
chl,m,55_64,719.2550048828125
chl,m,65_plus,665.1959838867188
chl,f,15_plus,6686.87890625
chl,f,15_24,1371.0369873046875
chl,f,15_64,5765.14013671875
chl,f,25_54,3610.09912109375
chl,f,25_34,1240.0889892578125
chl,f,35_54,2370.010009765625
chl,f,55_64,784.0040283203125
chl,f,65_plus,921.739013671875
chl,mf,15_plus,13295.765625
chl,mf,15_24,2794.741943359375
chl,mf,15_64,11649.595703125
chl,mf,25_54,7293.15380859375
chl,mf,25_34,2532.4541015625
chl,mf,35_54,4760.7001953125
chl,mf,55_64,1561.699951171875
chl,mf,65_plus,1646.1700439453125
chl,m,15_plus,6500.25390625
chl,m,15_24,1421.39794921875
chl,m,15_64,5811.40478515625
chl,m,25_54,3642.59912109375
chl,m,25_34,1278.9520263671875
chl,m,35_54,2363.64697265625
chl,m,55_64,747.4080200195312
chl,m,65_plus,688.8489990234375
chl,f,15_plus,6795.51220703125
chl,f,15_24,1373.343994140625
chl,f,15_64,5838.19091796875
chl,f,25_54,3650.554931640625
chl,f,25_34,1253.501953125
chl,f,35_54,2397.052978515625
chl,f,55_64,814.2919921875
chl,f,65_plus,957.3209838867188
chl,mf,15_plus,13504.0439453125
chl,mf,15_24,2798.47802734375
chl,mf,15_64,11798.3017578125
chl,mf,25_54,7382.0810546875
chl,mf,25_34,2572.7080078125
chl,mf,35_54,4809.373046875
chl,mf,55_64,1617.742919921875
chl,mf,65_plus,1705.741943359375
chl,m,15_plus,6602.60302734375
chl,m,15_24,1425.6180419921875
chl,m,15_64,5888.615234375
chl,m,25_54,3689.944091796875
chl,m,25_34,1301.23095703125
chl,m,35_54,2388.712890625
chl,m,55_64,773.052978515625
chl,m,65_plus,713.9879760742188
chl,f,15_plus,6901.44091796875
chl,f,15_24,1372.8599853515625
chl,f,15_64,5909.68701171875
chl,f,25_54,3692.136962890625
chl,f,25_34,1271.47705078125
chl,f,35_54,2420.659912109375
chl,f,55_64,844.6900024414062
chl,f,65_plus,991.7540283203125
chl,mf,15_plus,13712.7900390625
chl,mf,15_24,2791.885986328125
chl,mf,15_64,11945.64453125
chl,mf,25_54,7476.45703125
chl,mf,25_34,2621.72998046875
chl,mf,35_54,4854.72705078125
chl,mf,55_64,1677.301025390625
chl,mf,65_plus,1767.14599609375
chl,m,15_plus,6705.7861328125
chl,m,15_24,1424.6190185546875
chl,m,15_64,5966.2919921875
chl,m,25_54,3741.014892578125
chl,m,25_34,1328.33203125
chl,m,35_54,2412.68310546875
chl,m,55_64,800.6580200195312
chl,m,65_plus,739.4940185546875
chl,f,15_plus,7007.00390625
chl,f,15_24,1367.2669677734375
chl,f,15_64,5979.35205078125
chl,f,25_54,3735.44189453125
chl,f,25_34,1293.39794921875
chl,f,35_54,2442.0439453125
chl,f,55_64,876.6430053710938
chl,f,65_plus,1027.6519775390625
chl,mf,15_plus,13920.9423828125
chl,mf,15_24,2777.06005859375
chl,mf,15_64,12089.50390625
chl,mf,25_54,7573.2578125
chl,mf,25_34,2675.864990234375
chl,mf,35_54,4897.39306640625
chl,mf,55_64,1739.18603515625
chl,mf,65_plus,1831.43798828125
chl,m,15_plus,6809.2431640625
chl,m,15_24,1419.375
chl,m,15_64,6043.44677734375
chl,m,25_54,3794.260009765625
chl,m,25_34,1358.4189453125
chl,m,35_54,2435.841064453125
chl,m,55_64,829.81201171875
chl,m,65_plus,765.7960205078125
chl,f,15_plus,7111.69921875
chl,f,15_24,1357.68505859375
chl,f,15_64,6046.05712890625
chl,f,25_54,3778.998046875
chl,f,25_34,1317.446044921875
chl,f,35_54,2461.552001953125
chl,f,55_64,909.3740234375
chl,f,65_plus,1065.6419677734375
chl,mf,15_plus,14127.6279296875
chl,mf,15_24,2757.75
chl,mf,15_64,12227.341796875
chl,mf,25_54,7667.89599609375
chl,mf,25_34,2729.587890625
chl,mf,35_54,4938.30810546875
chl,mf,55_64,1801.696044921875
chl,mf,65_plus,1900.2860107421875
chl,m,15_plus,6912.4541015625
chl,m,15_24,1411.6820068359375
chl,m,15_64,6118.89013671875
chl,m,25_54,3847.321044921875
chl,m,25_34,1388.6650390625
chl,m,35_54,2458.656005859375
chl,m,55_64,859.8870239257812
chl,m,65_plus,793.5640258789062
chl,f,15_plus,7215.173828125
chl,f,15_24,1346.0679931640625
chl,f,15_64,6108.4521484375
chl,f,25_54,3820.574951171875
chl,f,25_34,1340.9229736328125
chl,f,35_54,2479.652099609375
chl,f,55_64,941.8090209960938
chl,f,65_plus,1106.7220458984375
chl,mf,15_plus,14332.140625
chl,mf,15_24,2736.505859375
chl,mf,15_64,12357.3046875
chl,mf,25_54,7757.1220703125
chl,mf,25_34,2778.862060546875
chl,mf,35_54,4978.259765625
chl,mf,55_64,1863.677001953125
chl,mf,65_plus,1974.8360595703125
chl,m,15_plus,7014.951171875
chl,m,15_24,1402.70703125
chl,m,15_64,6191.658203125
chl,m,25_54,3898.5
chl,m,25_34,1416.97900390625
chl,m,35_54,2481.52099609375
chl,m,55_64,890.4509887695312
chl,m,65_plus,823.2930297851562
chl,f,15_plus,7317.18994140625
chl,f,15_24,1333.7989501953125
chl,f,15_64,6165.64697265625
chl,f,25_54,3858.6220703125
chl,f,25_34,1361.883056640625
chl,f,35_54,2496.739013671875
chl,f,55_64,973.2260131835938
chl,f,65_plus,1151.54296875
chl,mf,15_plus,14528.1015625
chl,mf,15_24,2717.781005859375
chl,mf,15_64,12474.158203125
chl,mf,25_54,7835.94482421875
chl,mf,25_34,2822.6650390625
chl,mf,35_54,5013.2802734375
chl,mf,55_64,1920.4320068359375
chl,mf,65_plus,2053.943115234375
chl,m,15_plus,7112.64599609375
chl,m,15_24,1394.708984375
chl,m,15_64,6255.3271484375
chl,m,25_54,3942.55908203125
chl,m,25_34,1441.7139892578125
chl,m,35_54,2500.844970703125
chl,m,55_64,918.0590209960938
chl,m,65_plus,857.3189697265625
chl,f,15_plus,7415.455078125
chl,f,15_24,1323.072021484375
chl,f,15_64,6218.8310546875
chl,f,25_54,3893.385986328125
chl,f,25_34,1380.9510498046875
chl,f,35_54,2512.43505859375
chl,f,55_64,1002.3729858398438
chl,f,65_plus,1196.6240234375
chl,mf,15_plus,14721.6201171875
chl,mf,15_24,2697.68701171875
chl,mf,15_64,12583.25390625
chl,mf,25_54,7909.884765625
chl,mf,25_34,2861.91015625
chl,mf,35_54,5047.97509765625
chl,mf,55_64,1975.6820068359375
chl,mf,65_plus,2138.365966796875
chl,m,15_plus,7209.59619140625
chl,m,15_24,1385.907958984375
chl,m,15_64,6316.48486328125
chl,m,25_54,3985.032958984375
chl,m,25_34,1464.4320068359375
chl,m,35_54,2520.60107421875
chl,m,55_64,945.5440063476562
chl,m,65_plus,893.1110229492188
chl,f,15_plus,7512.02392578125
chl,f,15_24,1311.779052734375
chl,f,15_64,6266.76904296875
chl,f,25_54,3924.85205078125
chl,f,25_34,1397.47802734375
chl,f,35_54,2527.3740234375
chl,f,55_64,1030.137939453125
chl,f,65_plus,1245.2550048828125
chl,mf,15_plus,14912.693359375
chl,mf,15_24,2676.60791015625
chl,mf,15_64,12684.8330078125
chl,mf,25_54,7978.17724609375
chl,mf,25_34,2894.76708984375
chl,mf,35_54,5083.41015625
chl,mf,55_64,2030.048095703125
chl,mf,65_plus,2227.860107421875
chl,m,15_plus,7305.7568359375
chl,m,15_24,1376.458984375
chl,m,15_64,6375.1220703125
chl,m,25_54,4025.537109375
chl,m,25_34,1484.18701171875
chl,m,35_54,2541.35009765625
chl,m,55_64,973.1259765625
chl,m,65_plus,930.635009765625
chl,f,15_plus,7606.93603515625
chl,f,15_24,1300.1490478515625
chl,f,15_64,6309.7109375
chl,f,25_54,3952.639892578125
chl,f,25_34,1410.5799560546875
chl,f,35_54,2542.06005859375
chl,f,55_64,1056.9219970703125
chl,f,65_plus,1297.2249755859375
chl,mf,15_plus,15101.66015625
chl,mf,15_24,2654.93896484375
chl,mf,15_64,12779.94921875
chl,mf,25_54,8040.27734375
chl,mf,25_34,2919.14013671875
chl,mf,35_54,5121.13720703125
chl,mf,55_64,2084.73291015625
chl,mf,65_plus,2321.7109375
chl,m,15_plus,7401.2470703125
chl,m,15_24,1366.5260009765625
chl,m,15_64,6431.5009765625
chl,m,25_54,4063.782958984375
chl,m,25_34,1499.8380126953125
chl,m,35_54,2563.945068359375
chl,m,55_64,1001.1920166015625
chl,m,65_plus,969.7459716796875
chl,f,15_plus,7700.4130859375
chl,f,15_24,1288.4129638671875
chl,f,15_64,6348.4482421875
chl,f,25_54,3976.493896484375
chl,f,25_34,1419.302001953125
chl,f,35_54,2557.19189453125
chl,f,55_64,1083.541015625
chl,f,65_plus,1351.9649658203125
chn,mf,15_plus,821594.125
chn,mf,15_24,251956.90625
chn,mf,15_64,759915.625
chn,mf,25_54,434619.625
chn,mf,25_34,190077.578125
chn,mf,35_54,244542.046875
chn,mf,55_64,73339.1015625
chn,mf,65_plus,61678.47265625
chn,m,15_plus,420303.09375
chn,m,15_24,129033.21875
chn,m,15_64,391739.59375
chn,m,25_54,224515.671875
chn,m,25_34,97593.921875
chn,m,35_54,126921.75
chn,m,55_64,38190.71875
chn,m,65_plus,28563.498046875
chn,f,15_plus,401291.0
chn,f,15_24,122923.6875
chn,f,15_64,368176.03125
chn,f,25_54,210103.96875
chn,f,25_34,92483.6640625
chn,f,35_54,117620.3046875
chn,f,55_64,35148.37890625
chn,f,65_plus,33114.9765625
chn,mf,15_plus,833900.3125
chn,mf,15_24,247946.40625
chn,mf,15_64,770479.1875
chn,mf,25_54,447639.84375
chn,mf,25_34,196426.390625
chn,mf,35_54,251213.4375
chn,mf,55_64,74892.96875
chn,mf,65_plus,63421.14453125
chn,m,15_plus,426462.84375
chn,m,15_24,127052.921875
chn,m,15_64,396976.0
chn,m,25_54,230890.34375
chn,m,25_34,100769.875
chn,m,35_54,130120.4765625
chn,m,55_64,39032.72265625
chn,m,65_plus,29486.8671875
chn,f,15_plus,407437.5
chn,f,15_24,120893.4765625
chn,f,15_64,373503.21875
chn,f,25_54,216749.484375
chn,f,25_34,95656.515625
chn,f,35_54,121092.9765625
chn,f,55_64,35860.2421875
chn,f,65_plus,33934.27734375
chn,mf,15_plus,847836.75
chn,mf,15_24,242417.203125
chn,mf,15_64,782436.9375
chn,mf,25_54,463278.09375
chn,mf,25_34,205164.84375
chn,mf,35_54,258113.234375
chn,mf,55_64,76741.6484375
chn,mf,65_plus,65399.78515625
chn,m,15_plus,433473.09375
chn,m,15_24,124329.171875
chn,m,15_64,402950.34375
chn,m,25_54,238592.890625
chn,m,25_34,105145.25
chn,m,35_54,133447.640625
chn,m,55_64,40028.28125
chn,m,65_plus,30522.759765625
chn,f,15_plus,414363.625
chn,f,15_24,118088.0234375
chn,f,15_64,379486.59375
chn,f,25_54,224685.1875
chn,f,25_34,100019.6015625
chn,f,35_54,124665.59375
chn,f,55_64,36713.36328125
chn,f,65_plus,34877.02734375
chn,mf,15_plus,862075.8125
chn,mf,15_24,235582.34375
chn,mf,15_64,794547.0625
chn,mf,25_54,480309.90625
chn,mf,25_34,215103.875
chn,mf,35_54,265206.03125
chn,mf,55_64,78654.8203125
chn,mf,65_plus,67528.7578125
chn,m,15_plus,440634.78125
chn,m,15_24,120947.4921875
chn,m,15_64,409007.625
chn,m,25_54,247003.15625
chn,m,25_34,110122.3359375
chn,m,35_54,136880.828125
chn,m,55_64,41056.97265625
chn,m,65_plus,31627.162109375
chn,f,15_plus,421441.03125
chn,f,15_24,114634.8515625
chn,f,15_64,385539.4375
chn,f,25_54,233306.71875
chn,f,25_34,104981.5234375
chn,f,35_54,128325.1953125
chn,f,55_64,37597.84765625
chn,f,65_plus,35901.59375
chn,mf,15_plus,875063.3125
chn,mf,15_24,228035.40625
chn,mf,15_64,805375.625
chn,mf,25_54,497023.1875
chn,mf,25_34,224414.6875
chn,mf,35_54,272608.53125
chn,mf,55_64,80317.0234375
chn,mf,65_plus,69687.671875
chn,m,15_plus,447134.96875
chn,m,15_24,117177.953125
chn,m,15_64,414397.71875
chn,m,25_54,255265.828125
chn,m,25_34,114787.2578125
chn,m,35_54,140478.5625
chn,m,55_64,41953.94140625
chn,m,65_plus,32737.244140625
chn,f,15_plus,427928.34375
chn,f,15_24,110857.453125
chn,f,15_64,390977.90625
chn,f,25_54,241757.375
chn,f,25_34,109627.421875
chn,f,35_54,132129.953125
chn,f,55_64,38363.08203125
chn,f,65_plus,36950.4296875
chn,mf,15_plus,886423.75
chn,mf,15_24,220495.703125
chn,mf,15_64,814586.625
chn,mf,25_54,512496.6875
chn,mf,25_34,231963.765625
chn,mf,35_54,280532.90625
chn,mf,55_64,81594.265625
chn,mf,65_plus,71837.1171875
chn,m,15_plus,452779.78125
chn,m,15_24,113370.8046875
chn,m,15_64,418947.40625
chn,m,25_54,262928.40625
chn,m,25_34,118576.921875
chn,m,35_54,144351.5
chn,m,55_64,42648.19921875
chn,m,65_plus,33832.36328125
chn,f,15_plus,433644.0
chn,f,15_24,107124.890625
chn,f,15_64,395639.21875
chn,f,25_54,249568.28125
chn,f,25_34,113386.8515625
chn,f,35_54,136181.421875
chn,f,55_64,38946.0625
chn,f,65_plus,38004.75390625
chn,mf,15_plus,901580.1875
chn,mf,15_24,214376.5
chn,mf,15_64,826992.6875
chn,mf,25_54,529940.625
chn,mf,25_34,239459.40625
chn,mf,35_54,290481.25
chn,mf,55_64,82675.5625
chn,mf,65_plus,74587.484375
chn,m,15_plus,460323.90625
chn,m,15_24,110262.921875
chn,m,15_64,425090.21875
chn,m,25_54,271615.09375
chn,m,25_34,122366.671875
chn,m,35_54,149248.421875
chn,m,55_64,43212.21484375
chn,m,65_plus,35233.69140625
chn,f,15_plus,441256.28125
chn,f,15_24,104113.578125
chn,f,15_64,401902.46875
chn,f,25_54,258325.5625
chn,f,25_34,117092.7265625
chn,f,35_54,141232.828125
chn,f,55_64,39463.34375
chn,f,65_plus,39353.7890625
chn,mf,15_plus,913405.4375
chn,mf,15_24,207723.625
chn,mf,15_64,836274.8125
chn,mf,25_54,545211.75
chn,mf,25_34,244982.8125
chn,mf,35_54,300228.9375
chn,mf,55_64,83339.4453125
chn,mf,65_plus,77130.640625
chn,m,15_plus,466162.25
chn,m,15_24,106844.78125
chn,m,15_64,429644.09375
chn,m,25_54,279238.375
chn,m,25_34,125176.9765625
chn,m,35_54,154061.390625
chn,m,55_64,43560.953125
chn,m,65_plus,36518.13671875
chn,f,15_plus,447243.21875
chn,f,15_24,100878.859375
chn,f,15_64,406630.6875
chn,f,25_54,265973.34375
chn,f,25_34,119805.828125
chn,f,35_54,146167.53125
chn,f,55_64,39778.4921875
chn,f,65_plus,40612.5078125
chn,mf,15_plus,924028.5
chn,mf,15_24,201907.71875
chn,mf,15_64,844475.3125
chn,mf,25_54,558661.0625
chn,mf,25_34,248440.0625
chn,mf,35_54,310221.03125
chn,mf,55_64,83906.53125
chn,mf,65_plus,79553.1875
chn,m,15_plus,471395.4375
chn,m,15_24,103840.9921875
chn,m,15_64,433664.03125
chn,m,25_54,285976.875
chn,m,25_34,126958.6015625
chn,m,35_54,159018.28125
chn,m,55_64,43846.15625
chn,m,65_plus,37731.3984375
chn,f,15_plus,452633.0625
chn,f,15_24,98066.71875
chn,f,15_64,410811.28125
chn,f,25_54,272684.1875
chn,f,25_34,121481.4609375
chn,f,35_54,151202.734375
chn,f,55_64,40060.37109375
chn,f,65_plus,41821.7890625
chn,mf,15_plus,936376.4375
chn,mf,15_24,198685.109375
chn,mf,15_64,854394.875
chn,mf,25_54,570887.1875
chn,mf,25_34,249790.4375
chn,mf,35_54,321096.75
chn,mf,55_64,84822.5625
chn,mf,65_plus,81981.578125
chn,m,15_plus,477536.65625
chn,m,15_24,102187.8515625
chn,m,15_64,438596.5
chn,m,25_54,292128.96875
chn,m,25_34,127686.625
chn,m,35_54,164442.34375
chn,m,55_64,44279.66015625
chn,m,65_plus,38940.1796875
chn,f,15_plus,458839.78125
chn,f,15_24,96497.2578125
chn,f,15_64,415798.375
chn,f,25_54,278758.21875
chn,f,25_34,122103.8203125
chn,f,35_54,156654.390625
chn,f,55_64,40542.89453125
chn,f,65_plus,43041.3984375
chn,mf,15_plus,951653.75
chn,mf,15_24,198897.375
chn,mf,15_64,867191.25
chn,mf,25_54,581960.4375
chn,mf,25_34,248932.6875
chn,mf,35_54,333027.71875
chn,mf,55_64,86333.421875
chn,mf,65_plus,84462.5390625
chn,m,15_plus,485214.03125
chn,m,15_24,102339.5234375
chn,m,15_64,445042.53125
chn,m,25_54,297724.53125
chn,m,25_34,127306.234375
chn,m,35_54,170418.296875
chn,m,55_64,44978.48828125
chn,m,65_plus,40171.48046875
chn,f,15_plus,466439.75
chn,f,15_24,96557.859375
chn,f,15_64,422148.6875
chn,f,25_54,284235.875
chn,f,25_34,121626.4609375
chn,f,35_54,162609.421875
chn,f,55_64,41354.9375
chn,f,65_plus,44291.0546875
chn,mf,15_plus,968057.625
chn,mf,15_24,202013.125
chn,mf,15_64,880828.4375
chn,mf,25_54,590848.125
chn,mf,25_34,245556.46875
chn,mf,35_54,345291.65625
chn,mf,55_64,87967.21875
chn,mf,65_plus,87229.15625
chn,m,15_plus,493584.8125
chn,m,15_24,104012.5625
chn,m,15_64,451937.0
chn,m,25_54,302221.625
chn,m,25_34,125652.2265625
chn,m,35_54,176569.390625
chn,m,55_64,45702.8125
chn,m,65_plus,41647.828125
chn,f,15_plus,474472.8125
chn,f,15_24,98000.5625
chn,f,15_64,428891.46875
chn,f,25_54,288626.5
chn,f,25_34,119904.2421875
chn,f,35_54,168722.265625
chn,f,55_64,42264.40625
chn,f,65_plus,45581.328125
chn,mf,15_plus,986418.875
chn,mf,15_24,208350.15625
chn,mf,15_64,896443.4375
chn,mf,25_54,598095.5
chn,mf,25_34,239805.0625
chn,mf,35_54,358290.40625
chn,mf,55_64,89997.78125
chn,mf,65_plus,89975.453125
chn,m,15_plus,502961.09375
chn,m,15_24,107367.3828125
chn,m,15_64,459854.0625
chn,m,25_54,305895.53125
chn,m,25_34,122805.6953125
chn,m,35_54,183089.828125
chn,m,55_64,46591.15234375
chn,m,65_plus,43107.0234375
chn,f,15_plus,483457.8125
chn,f,15_24,100982.78125
chn,f,15_64,436589.375
chn,f,25_54,292199.96875
chn,f,25_34,116999.3828125
chn,f,35_54,175200.578125
chn,f,55_64,43406.625
chn,f,65_plus,46868.4296875
chn,mf,15_plus,1006072.1875
chn,mf,15_24,216651.765625
chn,mf,15_64,913375.375
chn,mf,25_54,603983.625
chn,mf,25_34,232513.0625
chn,mf,35_54,371470.53125
chn,mf,55_64,92739.984375
chn,mf,65_plus,92696.8515625
chn,m,15_plus,513015.71875
chn,m,15_24,111763.359375
chn,m,15_64,468472.0625
chn,m,25_54,308888.5625
chn,m,25_34,119179.7890625
chn,m,35_54,189708.78125
chn,m,55_64,47820.12890625
chn,m,65_plus,44543.671875
chn,f,15_plus,493056.46875
chn,f,15_24,104888.40625
chn,f,15_64,444903.28125
chn,f,25_54,295095.03125
chn,f,25_34,113333.2734375
chn,f,35_54,181761.75
chn,f,55_64,44919.86328125
chn,f,65_plus,48153.18359375
chn,mf,15_plus,1025389.5
chn,mf,15_24,224801.5
chn,mf,15_64,930070.8125
chn,mf,25_54,608650.75
chn,mf,25_34,224829.65625
chn,mf,35_54,383821.125
chn,mf,55_64,96618.515625
chn,mf,65_plus,95318.6796875
chn,m,15_plus,522929.5
chn,m,15_24,116117.484375
chn,m,15_64,477013.84375
chn,m,25_54,311265.3125
chn,m,25_34,115337.9296875
chn,m,35_54,195927.390625
chn,m,55_64,49631.05859375
chn,m,65_plus,45915.6328125
chn,f,15_plus,502460.0
chn,f,15_24,108684.0234375
chn,f,15_64,453056.9375
chn,f,25_54,297385.46875
chn,f,25_34,109491.734375
chn,f,35_54,187893.734375
chn,f,55_64,46987.46484375
chn,f,65_plus,49403.05078125
chn,mf,15_plus,1043317.3125
chn,mf,15_24,231356.8125
chn,mf,15_64,945497.375
chn,mf,25_54,612301.3125
chn,mf,25_34,217611.046875
chn,mf,35_54,394690.25
chn,mf,55_64,101839.25
chn,mf,65_plus,97819.921875
chn,m,15_plus,532161.9375
chn,m,15_24,119687.59375
chn,m,15_64,484952.71875
chn,m,25_54,313120.90625
chn,m,25_34,111701.0
chn,m,35_54,201419.890625
chn,m,55_64,52144.24609375
chn,m,65_plus,47209.20703125
chn,f,15_plus,511155.34375
chn,f,15_24,111669.2265625
chn,f,15_64,460544.625
chn,f,25_54,299180.40625
chn,f,25_34,105910.0390625
chn,f,35_54,193270.359375
chn,f,55_64,49695.00390625
chn,f,65_plus,50610.71484375
chn,mf,15_plus,1057936.75
chn,mf,15_24,236123.46875
chn,mf,15_64,957753.8125
chn,mf,25_54,613874.25
chn,mf,25_34,210527.75
chn,mf,35_54,403346.5
chn,mf,55_64,107756.125
chn,mf,65_plus,100182.8671875
chn,m,15_plus,539654.8125
chn,m,15_24,122363.640625
chn,m,15_64,491222.8125
chn,m,25_54,313880.21875
chn,m,25_34,108095.3359375
chn,m,35_54,205784.890625
chn,m,55_64,54978.9375
chn,m,65_plus,48432.03125
chn,f,15_plus,518281.875
chn,f,15_24,113759.828125
chn,f,15_64,466531.03125
chn,f,25_54,299994.0
chn,f,25_34,102432.40625
chn,f,35_54,197561.609375
chn,f,55_64,52777.1875
chn,f,65_plus,51750.8359375
chn,mf,15_plus,1072285.625
chn,mf,15_24,239757.125
chn,mf,15_64,969743.75
chn,mf,25_54,614846.8125
chn,mf,25_34,203953.59375
chn,mf,35_54,410893.21875
chn,mf,55_64,115139.7734375
chn,mf,65_plus,102541.9375
chn,m,15_plus,547047.0
chn,m,15_24,124498.1796875
chn,m,15_64,497419.84375
chn,m,25_54,314344.34375
chn,m,25_34,104718.9296875
chn,m,35_54,209625.40625
chn,m,55_64,58577.31640625
chn,m,65_plus,49627.16015625
chn,f,15_plus,525238.6875
chn,f,15_24,115258.953125
chn,f,15_64,472323.875
chn,f,25_54,300502.46875
chn,f,25_34,99234.6640625
chn,f,35_54,201267.8125
chn,f,55_64,56562.453125
chn,f,65_plus,52914.7734375
chn,mf,15_plus,1085640.125
chn,mf,15_24,241519.828125
chn,mf,15_64,980657.5
chn,mf,25_54,615906.5
chn,mf,25_34,198649.375
chn,mf,35_54,417257.125
chn,mf,55_64,123231.140625
chn,mf,65_plus,104982.609375
chn,m,15_plus,553953.125
chn,m,15_24,125689.1171875
chn,m,15_64,503118.5625
chn,m,25_54,314871.9375
chn,m,25_34,101981.4609375
chn,m,35_54,212890.484375
chn,m,55_64,62557.49609375
chn,m,65_plus,50834.53515625
chn,f,15_plus,531687.0
chn,f,15_24,115830.7109375
chn,f,15_64,477538.90625
chn,f,25_54,301034.5625
chn,f,25_34,96667.90625
chn,f,35_54,204366.640625
chn,f,55_64,60673.6484375
chn,f,65_plus,54148.07421875
chn,mf,15_plus,1097415.75
chn,mf,15_24,240574.6875
chn,mf,15_64,989791.25
chn,mf,25_54,618312.4375
chn,mf,25_34,195748.46875
chn,mf,35_54,422563.96875
chn,mf,55_64,130904.09375
chn,mf,65_plus,107624.515625
chn,m,15_plus,560049.8125
chn,m,15_24,125470.8828125
chn,m,15_64,507943.0625
chn,m,25_54,316117.5
chn,m,25_34,100496.5234375
chn,m,35_54,215620.984375
chn,m,55_64,66354.6796875
chn,m,65_plus,52106.7109375
chn,f,15_plus,537365.9375
chn,f,15_24,115103.8046875
chn,f,15_64,481848.15625
chn,f,25_54,302194.9375
chn,f,25_34,95251.9453125
chn,f,35_54,206942.984375
chn,f,55_64,64549.4140625
chn,f,65_plus,55517.80078125
chn,mf,15_plus,1107440.25
chn,mf,15_24,236535.296875
chn,mf,15_64,996863.75
chn,mf,25_54,622861.1875
chn,mf,25_34,195906.8125
chn,mf,35_54,426954.40625
chn,mf,55_64,137467.234375
chn,mf,65_plus,110576.5546875
chn,m,15_plus,565239.1875
chn,m,15_24,123623.1875
chn,m,15_64,511744.28125
chn,m,25_54,318497.125
chn,m,25_34,100622.2265625
chn,m,35_54,217874.90625
chn,m,55_64,69623.9765625
chn,m,65_plus,53494.921875
chn,f,15_plus,542201.0625
chn,f,15_24,112912.1171875
chn,f,15_64,485119.4375
chn,f,25_54,304364.0625
chn,f,25_34,95284.578125
chn,f,35_54,209079.5
chn,f,55_64,67843.2578125
chn,f,65_plus,57081.6328125
chn,mf,15_plus,1116282.625
chn,mf,15_24,229716.90625
chn,mf,15_64,1002410.0625
chn,mf,25_54,630078.3125
chn,mf,25_34,199317.53125
chn,mf,35_54,430760.75
chn,mf,55_64,142614.859375
chn,mf,65_plus,113872.6015625
chn,m,15_plus,569815.375
chn,m,15_24,120315.9296875
chn,m,15_64,514732.9375
chn,m,25_54,322261.0625
chn,m,25_34,102456.4609375
chn,m,35_54,219804.609375
chn,m,55_64,72155.9609375
chn,m,65_plus,55082.453125
chn,f,15_plus,546467.25
chn,f,15_24,109400.96875
chn,f,15_64,487677.09375
chn,f,25_54,307817.21875
chn,f,25_34,96861.0703125
chn,f,35_54,210956.15625
chn,f,55_64,70458.90625
chn,f,65_plus,58790.14453125
chn,mf,15_plus,1123245.875
chn,mf,15_24,219618.703125
chn,mf,15_64,1005947.9375
chn,mf,25_54,639444.875
chn,mf,25_34,205792.46875
chn,mf,35_54,433652.375
chn,mf,55_64,146884.390625
chn,mf,65_plus,117297.9609375
chn,m,15_plus,573431.375
chn,m,15_24,115287.609375
chn,m,15_64,516747.09375
chn,m,25_54,327173.5625
chn,m,25_34,105896.984375
chn,m,35_54,221276.578125
chn,m,55_64,74285.9375
chn,m,65_plus,56684.27734375
chn,f,15_plus,549814.5
chn,f,15_24,104331.09375
chn,f,15_64,489200.84375
chn,f,25_54,312271.28125
chn,f,25_34,99895.4765625
chn,f,35_54,212375.8125
chn,f,55_64,72598.453125
chn,f,65_plus,60613.68359375
chn,mf,15_plus,1128784.5
chn,mf,15_24,207549.15625
chn,mf,15_64,1007666.625
chn,mf,25_54,649670.9375
chn,mf,25_34,214038.359375
chn,mf,35_54,435632.59375
chn,mf,55_64,150446.53125
chn,mf,65_plus,121117.8125
chn,m,15_plus,576315.9375
chn,m,15_24,109213.5859375
chn,m,15_64,517869.96875
chn,m,25_54,332565.21875
chn,m,25_34,110279.65625
chn,m,35_54,222285.5625
chn,m,55_64,76091.15625
chn,m,65_plus,58446.0
chn,f,15_plus,552468.5
chn,f,15_24,98335.5859375
chn,f,15_64,489796.6875
chn,f,25_54,317105.71875
chn,f,25_34,103758.703125
chn,f,35_54,213347.015625
chn,f,55_64,74355.375
chn,f,65_plus,62671.8125
chn,mf,15_plus,1133826.625
chn,mf,15_24,195578.65625
chn,mf,15_64,1008075.75
chn,mf,25_54,658848.25
chn,mf,25_34,222053.25
chn,mf,35_54,436795.03125
chn,mf,55_64,153648.8125
chn,mf,65_plus,125750.90625
chn,m,15_plus,578947.75
chn,m,15_24,103168.2578125
chn,m,15_64,518352.34375
chn,m,25_54,337452.125
chn,m,25_34,114576.25
chn,m,35_54,222875.875
chn,m,55_64,77731.96875
chn,m,65_plus,60595.390625
chn,f,15_plus,554878.875
chn,f,15_24,92410.3984375
chn,f,15_64,489723.375
chn,f,25_54,321396.15625
chn,f,25_34,107477.0
chn,f,35_54,213919.140625
chn,f,55_64,75916.8515625
chn,f,65_plus,65155.515625
chn,mf,15_plus,1138933.75
chn,mf,15_24,185068.75
chn,mf,15_64,1007504.4375
chn,mf,25_54,665692.0
chn,mf,25_34,228460.125
chn,mf,35_54,437231.90625
chn,mf,55_64,156743.65625
chn,mf,65_plus,131429.28125
chn,m,15_plus,581616.6875
chn,m,15_24,97858.84375
chn,m,15_64,518357.0625
chn,m,25_54,341173.28125
chn,m,25_34,118078.0703125
chn,m,35_54,223095.21875
